Min Leaf Split,Accuracy,SKlearn Accuracy,F1-Score,SKlearn F1-Score,Precision,SKlearn Presicion,Recall,SKlearn Recall,Fitting Time,SKlearn Fitting Time,Prediction Time,SKlearn Prediction Time,Tree Depth,SKlearn Tree Depth,Model Size,SKlearn Model Size
27,0.9355693581780539,0.9514078674948241,0.9355333445983252,0.9515407610209063,0.9089881052924531,0.9171746586746586,0.9084999999999999,0.9461666666666668,0.04118252999996912,0.0005557400005272939,0.005360380000456644,0.00012900000001536682,6.8,6.1,1853.0,3326.6
28,0.9484679089026915,0.9528364389233955,0.9487755272019799,0.9531399672130634,0.9092263039282674,0.9104450549450551,0.9501666666666665,0.9583333333333334,0.043998189999365424,0.0005736299997806781,0.005552130000251054,0.0001587999995535938,7.0,5.5,1895.5,3269.0
29,0.9571221532091098,0.9442236024844721,0.9574828951786307,0.9443799015271208,0.9128829873829872,0.9090206830206832,0.9708333333333334,0.9336666666666668,0.04138884999993024,0.0005255899994153878,0.0055518499995741875,0.0001449800005502766,7.2,5.5,1898.0,3197.0
30,0.9370600414078675,0.9484886128364389,0.9369651027196408,0.9484836997083074,0.9118393201001898,0.9196840936840938,0.9088333333333335,0.9334999999999999,0.0411107499996433,0.0005389900001318892,0.00514359999961016,0.00011718999994627665,7.3,5.9,1802.3,3225.8
31,0.9485507246376812,0.9299378881987579,0.9484662079511519,0.9293334597089963,0.9215461503070198,0.912643650272941,0.9336666666666668,0.8875,0.043003480000152194,0.0005445299995699316,0.0056091799999194334,0.00013305000047694193,7.1,5.9,1910.1,3225.8
32,0.9328364389233956,0.9527950310559007,0.9330142455905864,0.9527813033087786,0.8976523048207831,0.9238459173676565,0.9171666666666669,0.9425000000000001,0.04371772000013152,0.0005461600003400235,0.00527339000000211,0.00012116999987483723,6.8,5.8,1799.3,3038.6
33,0.9298757763975155,0.9499378881987578,0.929565186690095,0.9501591064088087,0.9105419894947631,0.9154407501543934,0.8880000000000001,0.9460000000000001,0.04218920999992406,0.0005620400004772818,0.00527421000006143,0.00016459000016766367,6.7,6.2,1802.4,3211.4
34,0.9413250517598344,0.937080745341615,0.9414803430579866,0.9372684560978277,0.9056020550330895,0.8910027726320633,0.9296666666666666,0.9376666666666666,0.038889109999945506,0.0005411800002548262,0.004678740000053949,0.00012145999971835408,6.6,5.8,1674.3,3139.4
35,0.9384265010351968,0.9384679089026916,0.9381197005803428,0.9380244834700703,0.9238323270931966,0.9234280942279444,0.8963333333333333,0.9003333333333334,0.04210736000022734,0.0005800199998702738,0.005206349999753002,0.00011752999998861923,6.5,5.3,1811.0,3053.0
36,0.9341821946169773,0.9427743271221531,0.9344153180056844,0.9429508242583241,0.8946540381712795,0.9134697194914587,0.9209999999999999,0.9255000000000001,0.03962934999981371,0.0005420300001787836,0.004847109999900567,0.00012530000058177392,6.2,5.6,1725.8,2937.8
37,0.9284265010351967,0.9427743271221531,0.9282158909143494,0.9431152082301477,0.9084483458126638,0.8883564411323033,0.8881666666666665,0.9583333333333334,0.047820620000493363,0.000796509999781847,0.00771961000009469,0.00020696999981737463,6.3,5.4,1640.6,2966.6
38,0.918488612836439,0.9513664596273292,0.9181465893330973,0.9514053295330094,0.89556327006327,0.9205500610500611,0.8714999999999999,0.9425000000000001,0.046791190000294594,0.0005369400003473856,0.0049964299994826435,0.0001405699997121701,6.6,5.6,1684.1,3009.8
39,0.9399171842650104,0.9356935817805384,0.9402190838637583,0.9358626629451722,0.8931552075000351,0.8939124049086569,0.9416666666666667,0.9255000000000001,0.043759030000182976,0.0005699600000298233,0.004904130000431906,0.0001663699998971424,6.1,5.8,1615.5,3009.8
40,0.9427950310559007,0.947080745341615,0.9429943646643201,0.9470352073754847,0.8980268620268619,0.9231433904259992,0.9458333333333334,0.9253333333333332,0.040315920000466576,0.0005851600002642954,0.004538100000172562,0.00012745999993057922,6.4,5.7,1632.2,2894.6
41,0.9227950310559008,0.9527743271221532,0.9234816803400007,0.9526982742965593,0.8744370432305215,0.9335777338603426,0.9166666666666666,0.9295,0.04025016999985383,0.0005509900001925416,0.00440301000016916,0.00016051000020524952,6.3,5.5,1564.0,2981.0
42,0.9370600414078675,0.9556935817805383,0.9373783321839128,0.9558443525158621,0.8974843272669359,0.9305907238688349,0.9295,0.9460000000000001,0.03789929000013217,0.0005492400001458009,0.0044588099997781684,0.00011098999984824332,6.4,5.0,1632.5,2750.0
43,0.9413250517598344,0.9427950310559007,0.9416782678094583,0.9429848239170375,0.8964001518195067,0.9029248754466146,0.9465,0.9378333333333334,0.038263869999900633,0.0005208799997490132,0.004006610000033106,0.00011079000014433405,6.3,5.1,1513.0,2779.1
44,0.9298550724637682,0.9513871635610766,0.9300905598956485,0.9511982796345235,0.8912098865097366,0.9431838459447155,0.9131666666666668,0.9166666666666667,0.03346539999965899,0.00053252000016073,0.0035908199999539646,0.00011211000019102357,5.7,5.4,1427.7,2865.8
45,0.9241614906832298,0.9499171842650103,0.9243799315758997,0.9501272300427825,0.8800155474210947,0.9153455913845718,0.9083333333333334,0.9458333333333334,0.03581342000034056,0.0005137100000865757,0.003883769999993092,0.00011145999960717745,6.1,5.3,1495.7,2793.8
46,0.9413457556935818,0.9527950310559007,0.9412967505650203,0.9529866787477796,0.902396033917773,0.9171051653660349,0.9296666666666666,0.9503333333333334,0.03920524000004662,0.0005150099999809754,0.004090940000060073,0.00012320999994699377,6.3,4.6,1530.6,2577.2
47,0.9399378881987579,0.9513457556935817,0.9402485526047497,0.9515834124015432,0.8992890387418125,0.91589060916872,0.9380000000000001,0.95,0.03901485999995202,0.0006549699999595759,0.004363840000405616,0.00014483000013569834,6.1,4.6,1538.9,2735.9
48,0.9313457556935818,0.9413457556935818,0.9315861333179651,0.9415896038047453,0.8853744218744218,0.8951092466309858,0.9208333333333332,0.9416666666666667,0.03638762000009592,0.0005173600002308376,0.004089070000190986,0.00012155000040365848,6.4,5.0,1529.4,2678.0
49,0.9299585921325052,0.9485300207039338,0.9299727332989219,0.9487136872139421,0.8917287422722205,0.913883116883117,0.9083333333333334,0.9418333333333335,0.03937236000037956,0.0005508199996256735,0.0041150200000629415,0.00013090000011288793,6.3,5.4,1530.3,2765.0
50,0.9270600414078676,0.941304347826087,0.9272123341915177,0.9411127276200087,0.8879210789210787,0.9240935441370223,0.9083333333333334,0.9043333333333334,0.03650461999986874,0.0005662699999447795,0.0038035800002035104,0.0001224999999976717,6.0,5.2,1453.7,2721.5
51,0.9413457556935818,0.9355693581780539,0.9415279903157806,0.9356698648307923,0.9101000038608735,0.8943886853886853,0.9295000000000002,0.9251666666666667,0.034535450000112176,0.0005048999999416992,0.0038528300001416937,0.00012012999941362068,5.9,4.6,1487.5,2562.5
52,0.9299171842650104,0.9471014492753623,0.9305418862577582,0.947276086315806,0.8756195893348767,0.9131326081326081,0.9378333333333334,0.9378333333333334,0.03522222000010515,0.000512459999845305,0.0037302799993994993,0.00011217999999644235,6.0,5.2,1453.1,2678.6
53,0.9313250517598345,0.9241407867494825,0.931559015733997,0.9240519166804034,0.8884049296503715,0.8894916062892074,0.9211666666666668,0.8958333333333333,0.036842920000344746,0.0005245899999863468,0.0036844300002485397,0.00011054999977204716,6.0,4.9,1428.6,2635.1
54,0.9442236024844721,0.9371221532091099,0.9446416939493434,0.9368028862623717,0.8938800643800644,0.9174197839197837,0.9545,0.9006666666666667,0.03479169000020192,0.0004964000001564273,0.003649109999969369,0.00010619999975460814,5.7,4.8,1419.5,2620.4
55,0.9313250517598345,0.9413664596273292,0.931598040563905,0.941468493171104,0.8912759889896321,0.9090505388331473,0.9215,0.9256666666666667,0.0431715600001553,0.0006347999998979504,0.005520280000018829,0.0002619799997773953,6.6,5.0,1623.2,2707.1
